,id,premise,hypothesis,lang_abv,language,label
170,3fa01b03f8,"We have a local FMAM station in our 5,000 cities and their information is run by CNN, that's more.",The town radio station never trusted any national news sources.,en,English,2
171,2c9359d401,Il n'explosera pas sans détonateurs.,L'activation entraîne son exposition.,fr,French,0
172,0bc8210460,There are certain categories of control activities common to all services.,Control measures such as safe business practices are common to all agencies.,en,English,1
173,cfcc3db071,Περπατήστε στον διάδρομο και μιλήστε με ηθοποιούς που παίζουν ναύτες και πεζούς.,Οι ηθοποιοί πληρώνονται 10 $ ανά ημέρα για να ποζάρουν ως προσκυνητές.,el,Greek,1
174,d37166ccce,"The gathering was attended by more than 100 judges, lawyers and dignitaries.",It seems that only two people gather.,en,English,2
175,1575809c3c,He forgot Aden.,He remembered Adrin at this time.,en,English,2
176,db6d9923f3,"In other words, the article showed an overly typical journalistic approach to uncovering potential conflicts of interest for politicians and ignoring journalists.","The article advises reporters to highlight potential conflicts of interest around politicians, but not to define other reporters.",en,English,0
177,1e9caaf93c,Teenage signal. The ultimate reason for mediation is selfishness.,Boomer's self-esteem was one of the reasons for the teenager's revival.,en,English,0
178,9d597f75c9,"After Columbus died in 1505, Jamaica became the property of his son Diego, who sent don Juan de Esquivel to the island as governor.",Jamaica inherited Columbus's son Diego.,en,English,0
179,1e0cc288b1,但是，他们住在奥古斯塔郊外的一个叫伊万斯的小镇上，伊万斯现在还在，我的许多亲戚仍然住在那里。,他们有二十个家庭成员居住在埃文斯。,zh,Chinese,1
180,9deab91b98,Задержанный назначает дату встречи со Слахи на октябрь 1999 года.,Встреча состоялась в декабре 1998 года.,ru,Russian,2
181,8d7f3793e5,جیریمی نے جیل میں بات کرتے وقت خاموشی سے کہا,Jeremy aik samundari dakoo tha apni pori zindagi.,ur,Urdu,1
182,56d48aa27a,"They wouldn't kill the character of George Clooney in the Ambulance like they did with Jimmy Smits in the NYPD. Instead, Dr. Doug Ross had to come out in the next two episodes because a magic enthusiast gave a recovering boy illegal painkillers (Thursday, 10:00 pm).",George Clooney would lose his job because the producers had not considered making it.,en,English,2
183,fd0d3579c4,"120 ""I don't think I should have gone to the police?""",Yes! Don't you have to go to the police?,en,English,0
184,e21db52eb1,"Yes, because I think these things will tell you",Because they could easily have survived.,en,English,2
185,f9f20650aa,We have taken many measures to enhance the capabilities of our employees and invest in them.,The steps we take have set the employee activity programs.,en,English,0
186,6960d6ed8a,"वाही बाट को न्यूयॉर्क टाइम्स का ली नहीं कहा जा सकता है। कोकेन ने उस युग या बुश कंपनी, मान के अमानवीय समझौते को पार कर लिया, और उन्होंने सरकारी समर्थन से इनकार कर दिया।",द टाइम्स ने कहा कि बुश को सभी से झूठ बोलना चाहिए।,hi,Hindi,2
187,85cc0bfc3d,"In the case of the speech, Fiss appears to believe that the reason the American public is less enlightened than he wishes is related to issues such as feminism, gay rights, and industry regulation. Denied access to comments and information will clear them up.",Iman said the American people are well aware of the controversial issues.,en,English,2
188,9752c3f911,Dành thời gian cho cha mẹ và con cái là bước đầu tiên để đi đến những ý tưởng và thực hành mà tôi sẽ thảo luận trong cuốn sách này.,"Trong cuốn sách này, tôi sẽ giới thiệu chủ đề về thời gian mà cha mẹ và con cái có thể dành cho nhau.",vi,Vietnamese,0
189,e1cfb4f6e6,"For example, the country picnic area in Brass-David is next to a stormy stream.",A picnic spot not by a stream.,en,English,2
190,13b2d2328b,"and, well, if you, if you have his lawn mower, it'll probably take a lot less time to do it, but I like to do it, I feel good doing it, uh, I feel a lot better to do it with a mower with the one with a tow tractor on it, so you don't have to push so hard","If you use a lawn mower, your garden will be cut down in eight minutes.",en,English,1
191,8d360ce050,Η αεροναυτική ανάπτυξη αλλά απαιτεί μακροχρόνια προσοχή.,Οι συνολικοί προϋπολογισμοί πρέπει να αυξηθούν για καλύτερα αποτελέσματα.,el,Greek,1
192,dc5c4be838,"Um, of course, yes, I know this, why it's something known in advance","When I saw this yesterday, I felt very small.",en,English,1
193,12d5e4b5de,Μου είπε ακριβώς τι χρειαζόταν και ότι το χρειαζόταν σήμερα.,Είπε ότι θα μπορούσα να το παραδώσω όποτε το ήθελα.,el,Greek,2
194,0ef9524ce7,"Baustrin. """"",Alfred Iglathorp,en,English,2
195,5bb743d827,Faili haimo kwenye orodha au lebo,Nyaraka hazipendi kuandika,sw,Swahili,1
196,0cc7c4de1b,What do we have for lunch?,What is lunch?,en,English,0
197,840da92d5e,A survey of Hong Kong residents says they are optimistic about Hong Kong's future.,A survey of Hong Kong residents finds them more sanguistic about the city's future than before.,en,English,1
198,1b1f7455ef,每天近10万人来到这里欣赏令人眩目的建筑和探索这个不断变化的城市的最新景点。,此城市无发达的旅游业。,zh,Chinese,2
199,0fba15690f,هناك نوعان من الفوائد للتغيرات المعتدلة في المظهر.,يساعد الظهور بشكل طبيعي لأن الناس يتركونك بمفردك.,ar,Arabic,1
200,e0bec36772,So when I was growing up I meant Galveston,You grew up in Galveston and I grew up in Dallas.,en,English,1
201,fb3122d537,I am designed not to give money for any satisfaction until I have examined more thoroughly about the legitimacy of the cause.,I have to study a cause carefully before I give her money.,en,English,0
202,2eca16560f,"You know that they like what they are doing, you know that they feel good about what they are doing, and more of this kind of thing",You can see that his entire behavior has changed.,en,English,1
203,bb14b19517,Can I help you?',I am not helping you at all.,en,English,2
204,ee4804f903,"The traditional opening hours for most hotels are Orthodox Easter, though some do not open until the end of April.",The hotel is closed during Halloween.,en,English,1
205,a080e008b4,Pay for medical and surgical expenses.,Medical and surgical expenses have been paid in full,en,English,1
206,2d1499038c,"Just when I'm sitting here on the couch, and suddenly someone appears at the door handle, it looks like, oh, oh, no, and I don't like that, and I think the only way to prevent that is to drive through town ... the rule to prevent it.",A man tried to enter the house to steal it.,en,English,1
207,22cbc0822e,The Chinese calendar is used to calculate Japan's founding year by counting the 1260 years of the Chinese cosmic cycle.,Japan is based on the Chinese calendar.,en,English,0
208,1bdedd4aad,Yes it pays fifteen yes yes I know it does and when you pay fifteen dollars a month it definitely takes a long time.,"When you pay $ 100 per month, it takes a long time.",en,English,2
209,58c7e2433e,"Sie ging und sagte mir, ich solle mir keine Sorgen machen.","Er sagte, ich müsse davon ausgehen, dass die Schule in Ordnung sei.",de,German,1
210,e33426bedc,"So, the real profit is good at the beginning, whether we adjust the payroll or not.",The initial benefits of the net scale are negative when adjusted for the salary premium.,en,English,2
211,21429b747f,D'autres s'interrogeront simplement sur l'utilisation du langage et se demanderont où s'arrête notre côté analytique et où commence notre côté émotionnel.,Il est difficile de déterminer le point de départ de l'appel émotionnel.,fr,French,0
